Sensor,Timestamp,Acceleration x,Acceleration y,Acceleration z,Gyroscope x,Gyroscope y,Gyroscope z
Belly button;2,476693;0,33056640625;0,813720703125;0,164794921875;-15,4418945312;-18,6233520508;4,46319580078
Sternum;2,478118;0,730712890625;0,09716796875;0,702880859375;-5,20324707031;-0,282287597656;-6,08062744141
Head;7,948064;0,950927734375;-0,11865234375;0,1884765625;-3,25775146484;17,5094604492;-7,62176513672
Left thigh;2,482334;-0,086669921875;-1,00952148438;0,013916015625;-0,823974609375;25,0015258789;-4,49371337891
Left tibia;2,483804;-0,351318359375;-1,09716796875;-0,3564453125;-38,4216308594;-19,775390625;96,3897705078
Left foot;2,485292;0,58203125;-0,621826171875;0,747314453125;-1,63269042969;1,45721435547;-4,71496582031
Right thigh;Right tibia;2,489658;0,281982421875;-0,89453125;0,289794921875;0,0228881835938;-7,69805908203;5,43212890625
Right foot;2,491068;0,14013671875;-0,380126953125;0,91064453125;0,732421875;0,152587890625;5,52368164062
Left hand;2,492686;0,348876953125;0,31689453125;0,368896484375;-10,8108520508;3,52478027344;-42,2439575195
Left forearm;2,495560;0,508056640625;-0,65283203125;0,34521484375;14,762878418;-14,3890380859;-34,0576171875
Left biceps;2,496981;0,1708984375;-0,925537109375;0,194580078125;-11,9781494141;-6,01959228516;-21,0647583008
Right hand;2,498386;0,611328125;-0,0400390625;0,2890625;73,6312866211;3,44848632812;-9,38415527344
Right forearm;2,499944;-0,26220703125;-0,831298828125;0,444580078125;-0,587463378906;-5,09643554688;3,08990478516
Right biceps;2,502882;-0,271240234375;-0,879638671875;0,25341796875;7,19451904297;8,49914550781;11,9857788086
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,510071;0,70361328125;0,257080078125;-0,08056640625;-27,7328491211;-23,1552124023;1,54113769531
Belly button;2,511492;0,337158203125;0,922607421875;0,107177734375;0,160217285156;9,18579101562;-4,96673583984
Sternum;2,512901;0,73974609375;0,1083984375;0,729248046875;-5,20324707031;-2,44140625;-7,16400146484
Head;7,977038;0,830322265625;-0,086181640625;0,1845703125;-8,72039794922;19,1879272461;-12,6800537109
Left thigh;2,517732;-0,077392578125;-0,869140625;-0,06201171875;-1,57165527344;2,61688232422;-7,39288330078
Left tibia;2,519229;-0,546630859375;-1,05224609375;-0,20556640625;-28,6560058594;-28,076171875;79,1702270508
Left foot;2,520687;0,094482421875;-0,46533203125;0,90576171875;9,16290283203;-6,53076171875;10,498046875
Right thigh;Right tibia;2,524979;0,275146484375;-0,903564453125;0,221923828125;1,93786621094;-12,0010375977;5,20324707031
Right foot;2,526390;0,130126953125;-0,410400390625;0,9052734375;-9,36126708984;-5,69915771484;4,04357910156
Left hand;2,527882;0,396240234375;0,233642578125;0,234375;-22,1633911133;-12,2375488281;-45,9365844727
Left forearm;2,529304;0,61376953125;-0,754638671875;0,344482421875;14,1296386719;-31,5170288086;-29,670715332
Left biceps;2,532311;0,156005859375;-0,939208984375;0,194091796875;-13,4735107422;1,28936767578;-22,4075317383
Right hand;2,533719;0,828369140625;-0,122802734375;0,222412109375;51,1245727539;16,6549682617;-15,2130126953
Right forearm;2,535188;-0,260498046875;-0,837890625;0,427490234375;-1,71661376953;-5,44738769531;3,81469726562
Right biceps;2,536610;-0,1455078125;-0,928466796875;0,2666015625;7,97271728516;-7,35473632812;9,61303710938
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,554238;0,832763671875;0,35400390625;-0,084716796875;-18,0740356445;-5,11169433594;6,01196289062
Belly button;2,562193;0,338623046875;1,001953125;0,07958984375;-3,70788574219;5,31768798828;-10,8489990234
Sternum;2,564222;0,72412109375;0,10302734375;0,7138671875;-3,21960449219;-0,389099121094;-6,27899169922
Head;8,006267;0,734619140625;-0,06005859375;0,15625;-14,7399902344;12,2833251953;-23,7350463867
Left thigh;2,571560;-0,0341796875;-0,951416015625;-0,06640625;-7,66754150391;6,39343261719;-9,09423828125
Left tibia;2,575895;-0,8623046875;-0,5556640625;-0,20166015625;-22,1710205078;-12,5427246094;43,6401367188
Left foot;2,578460;0,20458984375;-0,381103515625;0,964599609375;2,75421142578;-1,48773193359;16,357421875
Right thigh;Right tibia;2,585982;0,357666015625;-0,893310546875;0,228515625;3,20434570312;-3,96728515625;0,328063964844
Right foot;2,589675;0,13037109375;-0,48095703125;0,874755859375;5,91278076172;19,0277099609;9,49096679688
Left hand;2,591120;0,567626953125;0,2412109375;0,2294921875;-43,3197021484;-0,030517578125;-27,6107788086
Left forearm;2,596234;0,6396484375;-0,78125;0,364990234375;18,7835693359;-36,2701416016;-29,2053222656
Left biceps;2,597942;0,13525390625;-0,982177734375;0,209716796875;-9,02557373047;2,0751953125;-17,463684082
Right hand;2,601470;1,02734375;-0,223388671875;0,196044921875;59,9517822266;19,4625854492;-24,1775512695
Right forearm;2,603061;-0,230712890625;-0,840576171875;0,428466796875;-1,96075439453;-4,32586669922;2,44903564453
Right biceps;2,604408;-0,12109375;-0,94677734375;0,234375;-3,81469726562;14,3585205078;3,95202636719
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,611506;1,01782226562;0,201416015625;0,016357421875;-13,053894043;9,1552734375;2,15148925781
Belly button;2,612939;0,388427734375;1,0107421875;0,12353515625;-11,4440917969;7,78198242188;-11,2609863281
Sternum;2,615490;0,682373046875;0,07666015625;0,666259765625;0,091552734375;-4,12750244141;-3,50952148438
Head;8,035107;0,765625;-0,0380859375;0,125;-20,0347900391;-1,61743164062;-30,1361083984
Left thigh;2,617894;-0,236328125;-0,947998046875;0,05078125;-3,44848632812;-9,12475585938;-14,0151977539
Left tibia;2,619650;-1,49389648438;-0,952880859375;-0,42578125;-1,52587890625;-27,7557373047;-61,3784790039
Left foot;2,624356;0,1357421875;-0,44873046875;0,93017578125;0,762939453125;12,5427246094;28,6560058594
Right thigh;Right tibia;2,626961;0,2724609375;-0,9111328125;0,283447265625;3,26538085938;6,43157958984;-4,41741943359
Right foot;2,628247;0,068359375;-0,446533203125;0,885986328125;10,1089477539;8,25500488281;2,18200683594
Left hand;2,630656;0,738525390625;0,173583984375;0,2421875;-67,7032470703;9,97924804688;-3,13568115234
Left forearm;2,631937;0,6650390625;-0,669677734375;0,37158203125;17,8909301758;-20,4772949219;-38,0783081055
Left biceps;2,633140;0,177490234375;-0,9697265625;0,21630859375;-7,40051269531;-1,38092041016;-12,5198364258
Right hand;2,634328;1,11572265625;-0,228515625;0,2177734375;88,1271362305;13,1149291992;-31,9061279297
Right forearm;2,636709;-0,2119140625;-0,821044921875;0,39990234375;-3,26538085938;0,267028808594;-0,541687011719
Right biceps;2,637885;-0,22900390625;-0,9345703125;0,201171875;-3,02886962891;8,056640625;5,31768798828
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,643960;1,10327148438;0,2568359375;0,027099609375;-27,1759033203;-9,56726074219;-10,1089477539
Belly button;2,645157;0,40576171875;0,918212890625;0,099609375;-17,4179077148;-3,47900390625;-8,13293457031
Sternum;2,646678;0,632080078125;0,066162109375;0,606201171875;2,90679931641;-8,39996337891;-0,709533691406
Head;8,094428;0,779541015625;-0,0029296875;0,088134765625;-24,4293212891;-5,84411621094;-32,5546264648
Left thigh;2,650462;-0,001708984375;-0,902099609375;-0,028564453125;0,42724609375;-16,3726806641;-14,3432617188
Left tibia;2,651706;-0,5439453125;-2,0;-0,666015625;35,400390625;-29,7775268555;-143,798828125
Left foot;2,652984;0,37158203125;-0,604736328125;0,83935546875;31,120300293;48,454284668;51,383972168
Right thigh;Right tibia;2,656641;0,25146484375;-0,94091796875;0,27783203125;5,40924072266;10,368347168;-9,36889648438
Right foot;2,657821;0,138916015625;-0,410400390625;0,90185546875;7,11059570312;1,38854980469;0,205993652344
Left hand;2,659024;1,021484375;0,089111328125;0,260009765625;-76,3702392578;4,94384765625;8,52966308594
Left forearm;2,661395;0,59326171875;-0,5205078125;0,371826171875;2,73895263672;15,8309936523;-41,1605834961
Left biceps;2,662561;0,197021484375;-0,974853515625;0,22314453125;-5,71441650391;-1,81579589844;-7,97271728516
Right hand;2,663818;1,12744140625;-0,107177734375;0,2353515625;95,6115722656;-0,06103515625;-24,8947143555
Right forearm;2,665277;-0,203125;-0,78564453125;0,375732421875;-5,55419921875;-2,73132324219;-0,328063964844
Right biceps;2,667900;-0,177490234375;-0,951416015625;0,243896484375;-2,28881835938;-4,23431396484;23,3535766602
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,673866;1,04541015625;0,197265625;-0,018310546875;-7,41577148438;-4,09698486328;-1,66320800781
Belly button;2,675061;0,41796875;1,05786132812;0,13427734375;-20,5841064453;-17,9672241211;-7,78961181641
Sternum;2,676251;0,49658203125;0,074951171875;0,461181640625;3,36456298828;-12,7563476562;0,556945800781
Head;8,122835;0,8564453125;-0,0126953125;0,0703125;-25,5126953125;-9,14001464844;-33,805847168
Left thigh;2,679935;-0,053466796875;-0,946044921875;-0,07568359375;0,289916992188;3,75366210938;-5,02014160156
Left tibia;2,681139;-0,56201171875;-2,0;-0,5966796875;73,0285644531;6,00433349609;-159,362792969
Left foot;2,682314;-0,08837890625;-0,34375;0,951416015625;45,2194213867;9,91058349609;7,42340087891
Right thigh;Right tibia;2,685857;0,30078125;-0,904052734375;0,20068359375;-6,40106201172;10,5133056641;-17,4942016602
Right foot;2,687037;0,110595703125;-0,41015625;0,91650390625;0,511169433594;-1,06811523438;2,21252441406
Left hand;2,688514;1,17065429688;0,091552734375;0,25048828125;-79,1015625;2,31170654297;21,7971801758
Left forearm;2,689775;0,538330078125;-0,56201171875;0,374267578125;-4,53186035156;32,4478149414;-16,5939331055
Left biceps;2,692271;0,209716796875;-0,952880859375;0,21435546875;-4,21905517578;1,02233886719;-4,84466552734
Right hand;2,693498;1,06567382812;0,024169921875;0,271484375;56,884765625;0,0686645507812;-19,5083618164
Right forearm;2,694692;-0,185791015625;-0,724853515625;0,366455078125;-6,65283203125;-4,05120849609;-0,679016113281
Right biceps;2,695975;-0,255126953125;-0,90966796875;0,276611328125;-3,03649902344;2,73132324219;4,11987304688
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,713050;1,01171875;0,07958984375;0,01220703125;-3,87573242188;-2,12860107422;2,77709960938
Belly button;2,718071;0,378173828125;0,900634765625;0,167724609375;-21,5911865234;-11,5127563477;-3,55529785156
Sternum;2,719651;0,207763671875;0,047119140625;0,161865234375;5,72967529297;-25,6271362305;5,45501708984
Head;8,151812;0,805908203125;-0,005615234375;0,064208984375;-24,7421264648;-12,9165649414;-29,5257568359
Left thigh;2,729462;-0,115234375;-0,97021484375;-0,08837890625;-0,198364257812;18,0435180664;-2,27355957031
Left tibia;2,733050;0,475830078125;-2,0;0,025390625;93,1701660156;-16,242980957;-206,100463867
Left foot;2,734433;0,199462890625;-0,388916015625;1,05932617188;29,1366577148;-12,8173828125;-13,9694213867
Right thigh;Right tibia;2,741283;0,08154296875;-0,88818359375;0,264892578125;-13,7786865234;23,6511230469;-40,0619506836
Right foot;2,744746;0,12109375;-0,4189453125;0,895751953125;-4,92095947266;-3,27301025391;-3,91387939453
Left hand;2,746110;1,109375;0,15380859375;0,183837890625;-78,5217285156;10,6658935547;36,4227294922
Left forearm;2,747537;0,424560546875;-0,54638671875;0,351806640625;-3,64685058594;28,2211303711;18,4555053711
Left biceps;2,748790;0,237548828125;-0,959716796875;0,20166015625;-3,63922119141;7,59124755859;0,1220703125
Right hand;2,751396;0,96728515625;0,024169921875;0,2861328125;3,95202636719;6,69860839844;-12,7182006836
Right forearm;2,752655;-0,175537109375;-0,6123046875;0,32861328125;-7,46154785156;-6,37054443359;0,373840332031
Right biceps;2,753857;-0,321044921875;-0,90869140625;0,24658203125;2,02941894531;-3,73840332031;7,94982910156
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,761297;1,00317382812;0,11962890625;0,025634765625;2,18963623047;0,473022460938;1,92260742188
Belly button;2,762484;0,35693359375;0,9501953125;0,12646484375;-16,4108276367;-7,85827636719;-0,0152587890625
Sternum;2,765599;0,2763671875;0,025146484375;-0,02099609375;0,175476074219;-38,1469726562;7,11822509766
Head;8,181116;0,8759765625;-0,06640625;0,0400390625;-18,8903808594;-13,427734375;-25,0244140625
Left thigh;2,770726;-0,189453125;-0,95458984375;-0,01416015625;4,76837158203;24,7802734375;0,54931640625
Left tibia;2,773345;-0,366455078125;-0,07470703125;-0,701171875;132,141113281;-124,771118164;-209,449768066
Left foot;2,776856;0,13232421875;-0,3125;0,936279296875;37,712097168;1,26647949219;-3,49426269531
Right thigh;Right tibia;2,779279;-0,207763671875;-0,970703125;0,3173828125;-14,8468017578;9,42230224609;-61,9964599609
Right foot;2,780484;0,11865234375;-0,437744140625;0,89208984375;-2,89916992188;0,984191894531;-2,25830078125
Left hand;2,782904;0,96875;0,181884765625;0,119384765625;-61,9277954102;14,4500732422;37,7807617188
Left forearm;2,784115;0,43408203125;-0,532470703125;0,353271484375;-9,17816162109;11,8713378906;43,4875488281
Left biceps;2,785290;0,22119140625;-0,954345703125;0,19384765625;-3,76129150391;8,71276855469;0,740051269531
Right hand;2,786464;0,92724609375;-0,011962890625;0,24169921875;-14,0609741211;6,14929199219;-10,612487793
Right forearm;2,788981;-0,08740234375;-0,35205078125;0,25390625;-4,82177734375;-14,2288208008;17,951965332
Right biceps;2,790164;-0,296875;-0,88916015625;0,265869140625;5,69152832031;-13,4201049805;9,07897949219
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,796114;0,965087890625;0,235107421875;-0,010498046875;9,16290283203;-10,9100341797;8,65936279297
Belly button;2,797289;0,35986328125;0,942626953125;0,12451171875;-3,41033935547;2,88391113281;-1,41143798828
Sternum;2,798460;0,75537109375;0,09912109375;0,372314453125;4,78363037109;-50,6591796875;8,88824462891
Head;8,228615;0,97265625;-0,09375;0,013916015625;-10,1776123047;-12,2680664062;-21,0494995117
Left thigh;2,802160;-0,1884765625;-0,95556640625;-0,003662109375;-2,20489501953;-1,51824951172;1,69372558594
Left tibia;2,803381;0,709228515625;-0,45361328125;-0,484375;-4,11224365234;35,9725952148;-30,8227539062
Left foot;2,804573;-0,01220703125;-0,26611328125;0,864013671875;4,84466552734;-1,54113769531;-5,84411621094
Right thigh;Right tibia;2,808460;-0,132568359375;-1,02758789062;0,3212890625;-9,65881347656;-31,6467285156;-71,3272094727
Right foot;2,809716;0,134521484375;-0,42333984375;0,8798828125;-1,10626220703;1,28173828125;-0,144958496094
Left hand;2,810952;0,916015625;0,153564453125;0,13330078125;-23,9562988281;1,73950195312;25,0625610352
Left forearm;2,813422;0,46630859375;-0,576171875;0,36474609375;-21,3470458984;18,5699462891;72,509765625
Left biceps;2,814614;0,220703125;-0,95166015625;0,193603515625;-3,28063964844;5,43975830078;2,08282470703
Right hand;2,815898;0,9306640625;-0,03857421875;0,21630859375;-15,0146484375;-0,236511230469;-13,2293701172
Right forearm;2,817096;-0,072998046875;-0,27685546875;0,2158203125;-1,54876708984;-1,77764892578;19,9813842773
Right biceps;2,819496;-0,26318359375;-0,88818359375;0,25634765625;2,38037109375;-15,1977539062;9,39178466797
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,825482;1,02270507812;0,22119140625;0,021484375;-1,96075439453;-4,8828125;3,82232666016
Belly button;2,826690;0,372314453125;0,917236328125;0,137939453125;3,80706787109;13,4201049805;0,373840332031
Sternum;2,827973;1,34741210938;0,233154296875;0,794921875;39,6728515625;-38,2690429688;21,5530395508
Head;8,268626;1,02685546875;-0,09423828125;0,01318359375;1,49536132812;-9,98687744141;-24,7268676758
Left thigh;2,831615;-0,064453125;-0,9677734375;-0,0341796875;-0,457763671875;-14,7323608398;-0,236511230469
Left tibia;2,832817;-0,5615234375;-0,186767578125;0,042236328125;43,4265136719;-36,7736816406;-8,76617431641
Left foot;2,834004;0,122802734375;-0,352783203125;0,77783203125;-15,3961181641;-9,31549072266;-9,33074951172
Right thigh;Right tibia;2,837699;0,3779296875;-0,801025390625;0,296630859375;-12,9928588867;-29,6630859375;-95,9701538086
Right foot;2,838924;0,131103515625;-0,42431640625;0,898193359375;0,640869140625;1,35040283203;1,02996826172
Left hand;2,840124;0,94580078125;0,171630859375;0,14697265625;0,465393066406;-6,8359375;10,986328125
Left forearm;2,841305;0,496826171875;-0,60205078125;0,3779296875;-43,45703125;21,0037231445;97,5723266602
Left biceps;2,843750;0,2177734375;-0,950439453125;0,19287109375;-2,85339355469;5,54656982422;3,02886962891
Right hand;2,844954;0,93505859375;-0,06494140625;0,19091796875;-7,09533691406;-7,06481933594;-15,266418457
Right forearm;2,846146;-0,134033203125;-0,360595703125;0,1748046875;2,82287597656;8,544921875;16,5786743164
Right biceps;2,847376;-0,20068359375;-0,889404296875;0,24951171875;-6,16455078125;-27,5955200195;7,39288330078
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,865364;1,03955078125;0,181396484375;-0,024658203125;-3,53240966797;-3,87573242188;1,27410888672
Belly button;2,868638;0,35498046875;0,92822265625;0,13623046875;8,056640625;11,344909668;-1,03759765625
Sternum;2,870048;1,99993896484;0,3740234375;1,24658203125;-15,1672363281;18,913269043;4,34112548828
Head;8,297852;1,0458984375;-0,06787109375;-0,00048828125;10,7421875;-12,7410888672;-32,2036743164
Left thigh;2,877763;-0,036865234375;-0,970703125;-0,044677734375;-0,167846679688;-17,5247192383;-2,74658203125
Left tibia;2,880966;0,0234375;0,197265625;-0,02978515625;31,6009521484;-108,558654785;13,7481689453
Left foot;2,882493;0,064453125;-0,318359375;0,6689453125;-42,7627563477;-30,4718017578;-8,45336914062
Right thigh;Right tibia;2,888650;0,012451171875;-0,806884765625;0,104736328125;-8,47625732422;-34,8968505859;-108,375549316
Right foot;2,891642;0,08154296875;-0,425537109375;0,911376953125;0,3662109375;3,34167480469;0,907897949219
Left hand;2,893201;0,975341796875;0,195556640625;0,14306640625;-9,45281982422;-6,90460205078;8,74328613281
Left forearm;2,896092;0,515380859375;-0,78125;0,403076171875;-48,2864379883;14,5950317383;96,2905883789
Left biceps;2,897576;0,188720703125;-0,9521484375;0,203369140625;-3,31878662109;4,80651855469;4,39453125
Right hand;2,902702;1,02099609375;-0,104736328125;0,197509765625;10,9558105469;-12,5122070312;-13,9923095703
Right forearm;2,904774;-0,22265625;-0,690673828125;0,236572265625;10,3607177734;25,0244140625;6,61468505859
Right biceps;2,906545;-0,203369140625;-0,921142578125;0,220458984375;-2,64739990234;-9,69696044922;3,77655029297
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,913932;1,0185546875;0,18603515625;-0,029296875;-5,27954101562;-4,20379638672;1,89971923828
Belly button;2,915219;0,36181640625;0,976806640625;0,154541015625;10,5361938477;6,01196289062;-3,35693359375
Sternum;2,917689;1,99993896484;0,25634765625;1,91064453125;-3,73840332031;32,6919555664;-8,1787109375
Head;8,326992;1,03002929688;-0,04736328125;-0,001220703125;14,1983032227;-12,6266479492;-37,59765625
Left thigh;2,921290;0,017578125;-1,03051757812;-0,044921875;3,76129150391;-11,4288330078;-6,68334960938
Left tibia;2,923903;0,087158203125;0,031982421875;-0,016845703125;-31,1126708984;4,29534912109;16,11328125
Left foot;2,927371;0,21044921875;-0,557861328125;1,0029296875;-33,073425293;-0,556945800781;-10,7727050781
Right thigh;Right tibia;2,930170;0,64453125;-0,701904296875;-0,15478515625;-16,3726806641;-91,1178588867;-93,9407348633
Right foot;2,931412;0,13330078125;-0,423828125;0,913818359375;-0,54931640625;2,12860107422;-0,236511230469
Left hand;2,933914;0,978515625;0,189697265625;0,1357421875;-30,3649902344;-5,46264648438;18,3029174805
Left forearm;2,935163;0,443603515625;-0,876953125;0,3642578125;-48,0422973633;15,1138305664;96,2524414062
Left biceps;2,936380;0,181640625;-0,942626953125;0,205322265625;-2,09808349609;4,98962402344;5,53894042969
Right hand;2,937589;1,0830078125;-0,10009765625;0,19921875;37,6052856445;-18,3029174805;-13,5345458984
Right forearm;2,940059;-0,4638671875;-1,28833007812;0,60546875;28,7322998047;144,950866699;-5,90515136719
Right biceps;2,941267;-0,11328125;-0,9365234375;0,2158203125;-6,79779052734;2,57110595703;-2,55584716797
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,947385;0,981201171875;0,205810546875;-0,156005859375;-13,9236450195;-16,4337158203;1,59454345703
Belly button;2,948591;0,354736328125;0,9599609375;0,134033203125;9,94873046875;2,67028808594;-1,953125
Sternum;2,949770;1,99993896484;0,2890625;1,93725585938;-10,3302001953;43,0526733398;-2,01416015625
Head;8,377794;0,903076171875;0,047119140625;0,033447265625;10,7727050781;-10,5590820312;-49,2401123047
Left thigh;2,953357;0,00439453125;-0,95703125;0,023681640625;9,60540771484;-5,93566894531;-15,8233642578
Left tibia;2,954532;-0,070556640625;-0,021240234375;-0,048828125;-16,9219970703;-2,02178955078;18,7225341797
Left foot;2,955796;0,263916015625;-0,352783203125;1,01025390625;-20,7977294922;6,70623779297;1,31225585938
Right thigh;Right tibia;2,959466;0,82958984375;-0,866455078125;0,013427734375;-17,9672241211;-35,041809082;-115,219116211
Right foot;2,960667;0,132080078125;-0,423583984375;0,907958984375;0,480651855469;1,56402587891;0,160217285156
Left hand;2,961860;0,97900390625;0,1484375;0,165283203125;-33,4167480469;-10,9634399414;29,1748046875
Left forearm;2,964233;0,428955078125;-0,947998046875;0,376708984375;-52,7267456055;9,033203125;104,232788086
Left biceps;2,965661;0,168212890625;-0,958251953125;0,205810546875;-0,709533691406;4,2724609375;6,74438476562
Right hand;2,966919;1,07836914062;-0,06494140625;0,206787109375;37,841796875;-19,6151733398;-10,7192993164
Right forearm;2,968131;-0,97265625;-1,86450195312;0,68310546875;28,4576416016;174,842834473;-17,3416137695
Right biceps;2,970915;-0,193115234375;-0,956298828125;0,191650390625;-8,92639160156;-1,59454345703;-4,81414794922
Left shoulder;Right shoulder;Back pelvis;Front pelvis;2,977194;0,912353515625;0,100830078125;-0,199951171875;-8,76617431641;-19,5083618164;3,85284423828
Belly button;2,978393;0,258056640625;0,86474609375;0,05224609375;9,81140136719;-5,74493408203;-0,442504882812
Sternum;2,979657;1,99993896484;0,22021484375;1,56372070312;-13,8778686523;67,1310424805;-4,74548339844
Head;8,415245;1,99993896484;0,4619140625;-0,1142578125;-3,21197509766;-28,9688110352;-80,0170898438
Left thigh;2,983377;0,273193359375;-0,84716796875;0,056396484375;21,4080810547;-23,0102539062;-55,8090209961
Left tibia;2,984606;-0,078369140625;0,03466796875;0,015380859375;-10,1852416992;-19,6914672852;22,9263305664
Left foot;2,985809;0,17431640625;-0,37158203125;0,945068359375;-10,368347168;4,49371337891;1,50299072266
Right thigh;Right tibia;2,989395;0,902099609375;-0,712646484375;0,147216796875;3,26538085938;-28,3050537109;-84,1827392578
Right foot;2,990586;0,132080078125;-0,444580078125;0,87939453125;3,50189208984;1,27410888672;0,907897949219
Left hand;2,991872;0,979248046875;0,176513671875;0,181640625;-23,3306884766;-18,2495117188;31,8832397461
Left forearm;2,993070;0,3388671875;-1,00341796875;0,35791015625;-48,0117797852;19,1116333008;106,399536133
Left biceps;2,995485;0,166015625;-0,95166015625;0,2021484375;-0,190734863281;0,770568847656;7,79724121094
Right hand;2,996745;1,05224609375;-0,069091796875;0,226318359375;26,1154174805;-15,7775878906;-3,28826904297
Right forearm;2,997946;-1,08666992188;-1,90234375;0,83056640625;31,4025878906;100,219726562;5,15747070312
Right biceps;3,005161;-0,21337890625;-0,95849609375;0,267822265625;-11,2915039062;1,78527832031;-4,25720214844
Left shoulder;Right shoulder;Back pelvis;Front pelvis;3,016870;0,794921875;0,023193359375;-0,256591796875;2,06756591797;-16,1972045898;5,02014160156
Belly button;3,021837;0,357421875;0,958984375;0,15185546875;7,67517089844;5,44738769531;-2,55584716797
Sternum;3,027405;1,0078125;-0,214111328125;0,64501953125;24,3606567383;58,723449707;3,69262695312
Head;8,444212;1,16040039062;0,46728515625;0,06982421875;-5,33294677734;3,48663330078;-69,9615478516
Left thigh;3,030567;-0,03271484375;-0,787841796875;0,099853515625;23,0712890625;-36,1557006836;-79,1931152344
Left tibia;3,033950;-0,02001953125;-0,030029296875;-0,012451171875;16,4413452148;-46,5621948242;29,3121337891
Left foot;3,040259;0,213134765625;-0,411865234375;0,917724609375;-5,78308105469;3,07464599609;1,08337402344
Right thigh;Right tibia;3,043406;0,926025390625;-0,54736328125;-0,019775390625;9,84191894531;-75,2105712891;-53,092956543
Right foot;3,046360;0,120849609375;-0,417724609375;0,908935546875;0,778198242188;4,60052490234;2,86865234375
Left hand;3,050155;0,97802734375;0,224365234375;0,19140625;-20,2941894531;-20,2941894531;26,6723632812
Left forearm;3,051627;0,249755859375;-1,00268554688;0,371826171875;-38,4292602539;17,951965332;101,928710938
Left biceps;3,052902;0,177978515625;-0,95703125;0,2041015625;-1,54876708984;-2,63214111328;10,5743408203
Right hand;3,056188;1,0263671875;-0,080322265625;0,217529296875;24,1012573242;-13,2904052734;2,72369384766
Right forearm;3,057356;-0,92822265625;-1,75561523438;0,983642578125;15,2435302734;61,8057250977;48,9120483398
Right biceps;3,058517;-0,3193359375;-0,8984375;0,2744140625;-8,91876220703;10,1547241211;-2,9296875
Left shoulder;Right shoulder;Back pelvis;Front pelvis;3,064966;0,604248046875;0,005859375;-0,192626953125;15,3427124023;-14,6789550781;9,79614257812
Belly button;3,066458;0,343505859375;0,96240234375;0,12109375;3,662109375;4,37927246094;-3,662109375
Sternum;3,069124;-0,4296875;0,7626953125;-0,7314453125;-28,2974243164;-139,579772949;33,2717895508
Head;8,473537;1,01000976562;0,484130859375;0,19091796875;-3,60870361328;11,0015869141;-44,563293457
Left thigh;3,071521;0,35205078125;-0,61767578125;0,2666015625;30,5252075195;-39,2837524414;-104,187011719
Left tibia;3,072720;0,1435546875;-0,021240234375;0,03662109375;27,473449707;-55,2291870117;49,6673583984
Left foot;3,075170;0,1787109375;-0,42919921875;0,90234375;-4,56237792969;2,49481201172;-0,30517578125
Right thigh;Right tibia;3,077593;1,38671875;-0,09716796875;-0,0927734375;-12,825012207;-45,4483032227;-24,4979858398
Right foot;3,078783;0,103515625;-0,41015625;0,91357421875;1,59454345703;4,01306152344;2,09808349609
Left hand;3,081288;1,0126953125;0,189453125;0,223388671875;-11,962890625;-23,323059082;23,9410400391
Left forearm;3,082459;0,17626953125;-1,037109375;0,31982421875;-36,2930297852;12,7868652344;91,0568237305
Left biceps;3,083707;0,187744140625;-0,8916015625;0,194580078125;-2,08282470703;0,312805175781;14,0762329102
Right hand;3,084912;0,99853515625;-0,0634765625;0,202880859375;24,3682861328;-13,3895874023;3,27301025391
Right forearm;3,087854;-0,856201171875;-2,0;0,80810546875;4,48608398438;-71,3958740234;63,2705688477
Right biceps;3,089159;-0,363525390625;-0,8349609375;0,274658203125;8,28552246094;1,92260742188;0,885009765625
Left shoulder;Right shoulder;Back pelvis;Front pelvis;3,095296;0,320068359375;0,0966796875;-0,08837890625;10,5972290039;-23,8647460938;12,5350952148
Belly button;3,096506;0,348388671875;0,939208984375;0,108154296875;2,54821777344;0,846862792969;-4,93621826172
Sternum;3,097685;-0,8291015625;-0,402587890625;-0,24609375;77,4307250977;112,564086914;88,3560180664
Head;8,512680;1,23486328125;0,5244140625;0,186767578125;-4,24194335938;14,2517089844;-16,4031982422
Left thigh;3,101355;0,032958984375;-0,529296875;0,02392578125;19,0505981445;-11,7034912109;-131,34765625
Left tibia;3,102549;1,7646484375;-1,60864257812;1,39672851562;-51,9866943359;204,498291016;153,55682373
Left foot;3,103800;0,193359375;-0,410888671875;0,90380859375;0,778198242188;3,36456298828;1,8310546875
Right thigh;Right tibia;3,107382;1,66333007812;0,30517578125;-0,1015625;-38,932800293;15,3121948242;23,567199707
Right foot;3,108574;0,14404296875;-0,414794921875;0,917724609375;1,21307373047;1,12915039062;1,75476074219
